age,diet,height,location,date,Class
53,mostly anything,69,san francisco,2012-01-05,stem
25,strictly anything,70,emeryville,2012-06-29,other
29,,59,berkeley,2012-06-30,other
49,anything,76,walnut creek,2012-03-17,other
41,mostly anything,62,berkeley,2012-06-21,other
33,,69,san francisco,2012-05-27,other
37,mostly other,63,san leandro,2012-03-25,other
26,mostly anything,64,berkeley,2012-06-29,other
25,,74,oakland,2012-06-30,other
32,mostly anything,62,castro valley,2012-06-23,other
26,,65,san francisco,2011-09-19,other
27,mostly anything,64,berkeley,2012-06-11,other
24,mostly vegetarian,62,san leandro,2012-06-24,other
21,mostly anything,71,rodeo,2012-05-09,other
31,,74,san francisco,2012-01-11,other
30,,71,san francisco,2012-04-03,stem
31,mostly anything,63,san francisco,2012-06-29,other
31,,70,hayward,2011-08-24,other
33,,76,palo alto,2012-06-30,stem
20,mostly anything,72,san francisco,2012-06-30,other
26,strictly anything,72,san francisco,2011-10-30,other
34,,65,san francisco,2012-06-26,stem
30,mostly anything,67,san francisco,2012-06-30,other
25,,62,san francisco,2012-06-30,other
29,,62,south san francisco,2012-06-30,other
21,mostly vegan,66,berkeley,2012-06-26,other
25,anything,66,oakland,2012-06-24,other
29,mostly anything,67,castro valley,2012-06-28,other
26,mostly anything,66,oakland,2012-06-29,other
23,anything,62,san francisco,2012-06-30,other
29,,75,san francisco,2012-06-26,other
21,mostly anything,70,san francisco,2012-06-30,other
67,mostly anything,66,mill valley,2012-06-09,other
48,mostly anything,70,oakland,2012-06-29,other
30,mostly anything,67,palo alto,2012-06-20,stem
65,,77,san francisco,2012-06-28,other
27,mostly anything,70,san francisco,2012-06-30,other
18,,64,oakland,2012-06-30,other
25,mostly anything,63,san francisco,2012-06-28,other
43,anything,72,san francisco,2012-06-30,other
30,mostly anything,62,alameda,2012-05-03,other
21,mostly anything,65,san francisco,2012-06-30,other
35,,71,san francisco,2012-06-30,stem
27,mostly anything,64,san francisco,2012-01-03,other
43,mostly anything,65,oakland,2012-06-30,other
30,mostly anything,63,san francisco,2012-06-30,stem
21,strictly anything,64,san francisco,2012-06-30,other
27,strictly anything,69,berkeley,2012-06-30,other
26,mostly anything,63,san francisco,2012-06-30,other
60,,72,berkeley,2012-06-30,other
34,mostly anything,71,emeryville,2012-06-29,other
42,anything,69,san francisco,2012-06-27,other
27,anything,75,emeryville,2012-06-29,stem
30,mostly anything,67,alameda,2012-05-26,other
38,,65,san francisco,2012-06-30,other
57,vegetarian,65,san francisco,2012-06-29,other
53,,71,green brae,2012-06-30,other
27,,68,san francisco,2012-06-30,other
39,anything,72,san francisco,2012-06-30,stem
44,anything,68,oakland,2012-05-18,other
28,vegetarian,64,stanford,2012-06-26,other
34,,69,san francisco,2011-09-13,other
23,,65,san francisco,2011-07-14,other
20,mostly vegetarian,69,vallejo,2012-06-18,other
34,mostly vegetarian,64,fremont,2012-06-30,other
22,anything,69,san francisco,2012-06-10,other
26,,71,lafayette,2012-05-11,other
22,,62,san francisco,2012-06-28,other
24,mostly anything,72,san francisco,2012-06-29,other
20,mostly anything,64,belmont,2012-06-25,other
47,mostly anything,69,san francisco,2012-06-30,other
26,strictly anything,73,san francisco,2012-06-27,stem
33,strictly anything,75,oakland,2012-06-29,stem
36,anything,68,alameda,2012-06-29,other
33,,70,san francisco,2012-03-22,stem
25,strictly anything,61,oakland,2012-06-30,other
29,,73,san rafael,2012-05-07,other
37,,70,san francisco,2012-06-26,other
24,strictly anything,64,san francisco,2012-06-29,other
38,,74,walnut creek,2012-06-25,other
26,,74,palo alto,2012-06-18,other
27,strictly anything,70,berkeley,2012-06-21,other
23,,71,emeryville,2012-06-30,other
38,anything,62,san carlos,2012-06-22,other
29,,72,san francisco,2012-06-30,other
22,,64,stanford,2012-06-29,other
29,mostly anything,67,san francisco,2012-05-01,other
36,,77,moraga,2012-06-29,other
33,,71,ross,2012-06-29,other
27,strictly anything,65,san francisco,2012-04-16,other
31,halal,74,berkeley,2012-06-30,other
24,,70,orinda,2011-07-13,other
21,mostly anything,64,san francisco,2012-06-23,other
24,anything,63,san francisco,2012-06-30,other
49,mostly anything,70,san francisco,2011-07-05,other
32,,63,san francisco,2012-06-26,stem
34,strictly anything,69,san leandro,2012-06-28,stem
25,,68,san rafael,2012-06-30,other
31,,69,san francisco,2012-06-29,other
20,mostly anything,67,richmond,2012-06-03,other
33,anything,66,oakland,2012-06-26,other
31,mostly anything,72,pacifica,2012-04-29,other
18,anything,67,oakland,2012-06-30,other
19,,71,oakland,2011-11-06,other
27,,75,san mateo,2012-06-16,other
27,,67,san rafael,2012-06-11,other
39,mostly anything,68,oakland,2011-08-29,other
34,,63,oakland,2011-07-04,other
24,mostly anything,36,san francisco,2012-06-29,other
37,anything,68,emeryville,2012-06-15,stem
24,mostly anything,70,san francisco,2012-06-29,other
59,,62,larkspur,2012-03-24,other
31,,68,albany,2012-03-21,other
29,,70,san francisco,2012-06-26,other
30,,72,san francisco,2012-05-30,stem
25,,62,san francisco,2012-06-12,other
27,,63,san francisco,2012-03-11,other
24,vegetarian,64,oakland,2012-06-30,other
27,mostly vegetarian,75,san francisco,2012-06-29,other
64,mostly vegetarian,60,san francisco,2012-06-15,other
33,strictly vegetarian,64,mountain view,2012-06-21,other
37,,69,san francisco,2012-06-28,stem
24,,65,san francisco,2012-05-28,stem
24,,65,castro valley,2012-06-20,other
31,,73,emeryville,2011-11-25,other
52,mostly anything,71,redwood city,2012-06-17,other
42,mostly vegetarian,64,san francisco,2012-06-30,other
46,mostly anything,63,berkeley,2012-06-30,stem
53,anything,69,san francisco,2012-06-09,other
40,mostly vegetarian,65,oakland,2012-06-29,other
22,mostly vegetarian,67,alameda,2012-06-30,stem
26,mostly anything,68,san francisco,2012-06-26,other
38,,71,berkeley,2012-06-23,other
30,,68,stanford,2012-06-30,stem
32,,66,san francisco,2012-05-24,stem
30,strictly anything,70,san francisco,2012-06-30,other
44,mostly anything,65,berkeley,2012-06-29,other
20,,72,oakland,2012-06-30,other
32,,64,san francisco,2011-09-25,other
23,,65,berkeley,2012-06-22,other
28,mostly vegetarian,69,berkeley,2012-06-30,other
23,anything,76,berkeley,2012-06-30,stem
46,,64,piedmont,2012-04-02,other
23,strictly anything,69,piedmont,2012-06-30,other
23,mostly anything,70,san francisco,2012-06-28,other
68,,69,oakland,2012-06-29,other
35,,68,livingston,2012-06-30,other
20,other,65,berkeley,2012-06-28,other
26,mostly anything,68,san francisco,2012-04-23,other
28,strictly other,67,san francisco,2012-06-29,other
61,,67,stanford,2012-05-27,stem
33,strictly vegetarian,69,oakland,2012-06-28,other
34,mostly anything,68,berkeley,2012-06-30,other
27,mostly anything,69,martinez,2012-06-29,other
28,,70,san francisco,2011-08-30,stem
40,,67,san francisco,2011-10-09,other
36,anything,62,redwood city,2012-02-13,other
23,,67,san francisco,2012-06-30,other
22,anything,67,san francisco,2012-06-29,stem
27,mostly anything,74,benicia,2012-06-29,other
42,,64,castro valley,2012-06-30,other
25,strictly anything,68,emeryville,2012-05-06,other
31,,67,san francisco,2012-06-10,other
26,mostly vegetarian,72,san francisco,2012-06-30,other
24,,66,san francisco,2012-06-26,stem
27,,61,san francisco,2011-09-14,other
60,,72,redwood city,2012-06-27,other
29,,73,berkeley,2012-06-22,other
37,,61,san francisco,2012-06-30,other
31,mostly other,68,san francisco,2012-06-30,other
45,other,73,oakland,2012-06-30,other
24,,74,san francisco,2012-06-25,other
37,mostly anything,68,san carlos,2012-06-30,other
28,mostly anything,67,alameda,2011-11-20,other
19,,67,san francisco,2012-06-22,other
29,,70,san anselmo,2012-06-30,other
25,,60,san francisco,2011-12-12,stem
42,,71,san francisco,2012-06-30,other
33,,68,san rafael,2012-06-29,other
46,mostly anything,66,oakland,2012-06-27,other
40,,65,atherton,2012-06-30,other
48,mostly anything,70,san mateo,2012-06-30,stem
32,,69,san francisco,2012-06-30,other
30,,66,daly city,2012-06-27,stem
25,anything,71,san pablo,2012-06-23,other
33,mostly anything,67,san francisco,2012-06-30,other
30,mostly anything,68,san francisco,2011-07-30,stem
27,anything,71,san francisco,2012-06-30,other
25,mostly vegetarian,64,san francisco,2012-06-21,stem
30,,65,oakland,2011-12-23,other
25,mostly anything,68,daly city,2012-04-13,other
34,mostly vegetarian,67,alameda,2012-06-28,other
35,mostly anything,63,oakland,2012-03-07,other
35,mostly anything,65,san francisco,2012-06-27,other
33,,74,san francisco,2012-06-30,other
30,,60,daly city,2011-11-16,other
49,,67,berkeley,2012-06-30,other
25,mostly anything,66,san mateo,2012-06-19,other
26,mostly anything,72,oakland,2012-06-30,other
21,anything,69,san francisco,2012-06-26,other
29,,72,san francisco,2011-11-28,other
22,,68,san lorenzo,2011-12-16,stem
45,mostly anything,69,berkeley,2012-03-21,other
43,strictly anything,68,san francisco,2012-06-26,other
20,,76,oakland,2012-06-09,other
28,,73,westlake,2012-06-30,other
22,,68,hayward,2012-06-29,other
25,mostly vegetarian,68,oakland,2012-06-24,other
27,strictly vegetarian,74,san francisco,2012-06-13,other
32,anything,62,oakland,2011-12-08,other
27,mostly anything,61,oakland,2012-06-30,other
26,anything,70,san francisco,2012-06-30,stem
39,strictly anything,69,hayward,2012-06-30,other
27,other,70,san francisco,2012-06-30,other
23,,70,san francisco,2012-06-30,other
27,strictly anything,62,oakland,2012-06-30,other
29,mostly anything,67,san francisco,2012-06-30,other
25,mostly anything,66,san leandro,2011-11-09,other
28,strictly anything,65,san francisco,2011-11-16,stem
34,mostly vegetarian,71,san francisco,2012-06-30,other
31,mostly vegetarian,69,berkeley,2011-09-13,other
38,mostly anything,68,san francisco,2012-06-28,other
29,mostly anything,71,oakland,2012-06-28,other
26,,65,berkeley,2012-06-24,other
36,anything,71,oakland,2012-06-30,other
22,mostly other,65,san francisco,2012-06-30,other
31,strictly anything,64,berkeley,2011-11-24,other
44,strictly anything,64,san francisco,2012-06-30,stem
28,strictly anything,68,san mateo,2012-06-29,other
40,anything,69,san mateo,2012-06-28,other
35,,65,san francisco,2012-06-30,other
31,anything,67,san francisco,2012-06-17,other
29,,60,oakland,2011-11-04,other
31,,71,berkeley,2012-06-24,other
25,,68,san francisco,2012-06-30,other
67,mostly anything,69,pacifica,2011-11-24,other
39,,68,san francisco,2012-05-19,other
20,,69,pacifica,2011-09-07,other
42,,64,san francisco,2012-06-27,other
28,mostly anything,64,san francisco,2012-03-19,other
22,,66,berkeley,2012-03-11,other
30,mostly anything,68,palo alto,2012-04-19,other
52,strictly vegetarian,70,san francisco,2012-06-30,other
29,anything,70,san francisco,2012-06-29,other
27,mostly anything,67,pacifica,2012-06-30,other
28,,73,menlo park,2012-06-30,other
35,mostly anything,66,san leandro,2012-06-28,other
25,other,66,san francisco,2012-02-07,other
26,,68,berkeley,2012-06-30,other
27,,69,san francisco,2012-02-18,other
38,,69,oakland,2012-05-25,other
27,mostly anything,73,berkeley,2012-06-30,other
21,,65,san francisco,2012-06-28,other
46,other,63,richmond,2012-06-30,other
47,mostly vegetarian,75,san francisco,2012-06-30,other
21,anything,63,redwood city,2012-06-21,other
24,mostly anything,66,san rafael,2012-06-30,other
46,,67,san francisco,2012-06-30,other
36,anything,69,hayward,2012-06-25,stem
37,anything,74,daly city,2012-06-30,other
41,,67,san francisco,2012-03-18,other
28,,71,san leandro,2011-07-19,other
31,strictly anything,63,san francisco,2012-06-17,stem
30,mostly anything,65,san francisco,2012-06-28,other
25,,73,san francisco,2011-12-19,other
57,,70,san rafael,2012-06-29,other
33,anything,68,san francisco,2012-06-30,other
47,mostly anything,63,berkeley,2012-03-25,other
30,mostly anything,63,oakland,2012-06-17,other
26,mostly anything,68,hayward,2012-06-13,other
33,,68,oakland,2011-07-06,other
28,,63,san francisco,2012-06-28,other
28,,69,alameda,2012-06-14,other
45,mostly anything,69,san francisco,2012-06-30,other
34,other,68,san francisco,2012-06-20,other
43,,65,san francisco,2011-10-21,other
36,,74,san francisco,2012-02-18,other
28,,66,san francisco,2012-06-30,other
48,,67,san mateo,2012-05-23,other
29,,67,oakland,2012-04-13,other
31,mostly vegetarian,64,san francisco,2012-02-22,other
21,mostly vegetarian,63,martinez,2012-06-20,other
32,anything,73,san francisco,2012-06-30,other
31,,61,san mateo,2012-06-18,stem
21,,72,san francisco,2012-06-24,other
30,mostly anything,64,san francisco,2012-06-30,stem
23,mostly anything,64,palo alto,2012-06-29,other
27,mostly anything,69,san francisco,2012-06-16,other
32,,77,san francisco,2012-06-24,other
29,mostly anything,68,san francisco,2012-06-26,other
22,mostly anything,68,san francisco,2012-01-24,other
29,mostly vegetarian,69,san francisco,2012-05-26,other
35,mostly anything,67,san francisco,2011-08-29,other
25,,72,san francisco,2012-06-29,stem
24,mostly vegetarian,62,oakland,2012-06-30,other
39,mostly anything,75,oakland,2012-06-13,other
26,mostly vegetarian,68,san francisco,2012-06-17,other
23,,68,san francisco,2012-02-14,stem
39,mostly vegetarian,63,oakland,2012-06-30,other
28,,67,berkeley,2012-06-27,stem
38,,62,san francisco,2012-06-30,other
21,,64,pacifica,2012-06-30,other
29,anything,72,san francisco,2012-06-30,stem
23,mostly anything,67,san francisco,2012-02-01,other
35,anything,74,south san francisco,2012-06-30,other
32,mostly vegetarian,71,berkeley,2012-06-27,stem
22,strictly anything,67,albany,2012-06-30,other
26,strictly anything,72,san francisco,2012-06-30,other
29,,71,oakland,2012-06-30,other
27,mostly anything,66,berkeley,2012-06-30,other
46,,67,walnut creek,2012-06-22,other
25,mostly anything,67,san francisco,2012-06-25,other
33,,68,san francisco,2012-06-30,stem
25,mostly anything,68,richmond,2012-06-25,stem
37,mostly anything,70,san francisco,2011-09-28,stem
33,,65,san francisco,2012-06-27,other
25,mostly other,64,san francisco,2012-06-30,other
32,mostly vegetarian,63,menlo park,2012-06-30,other
24,strictly anything,69,san francisco,2012-05-03,other
28,,66,albany,2012-02-17,other
28,,67,san francisco,2012-01-24,other
40,mostly anything,69,san francisco,2012-03-20,other
43,anything,66,oakland,2011-11-29,other
23,mostly anything,70,oakland,2012-06-22,other
52,mostly anything,68,mountain view,2012-06-26,stem
36,,71,san francisco,2012-06-28,other
29,,71,san francisco,2011-11-29,stem
46,,70,san francisco,2012-06-29,stem
31,mostly anything,68,walnut creek,2012-06-29,other
40,,69,san francisco,2012-06-30,stem
28,,68,oakland,2012-02-05,other
38,,72,san francisco,2012-06-29,stem
45,,73,san francisco,2012-06-28,other
36,mostly anything,75,san francisco,2012-06-30,other
51,,74,oakland,2012-02-23,other
31,mostly anything,69,san francisco,2011-11-11,other
30,,65,san francisco,2012-05-23,other
23,mostly anything,71,san francisco,2012-06-26,stem
23,,64,oakland,2012-05-17,other
28,mostly vegetarian,69,oakland,2012-06-29,stem
31,mostly vegetarian,62,walnut creek,2012-06-30,other
38,,61,lafayette,2012-05-14,other
45,,72,berkeley,2012-06-24,other
61,,66,san francisco,2012-06-26,other
31,,72,point richmond,2012-06-30,other
22,,68,orinda,2012-06-07,other
21,,72,san leandro,2012-06-30,other
46,mostly anything,73,san francisco,2012-05-25,stem
29,,74,san francisco,2012-06-30,other
50,mostly vegan,64,san francisco,2012-06-28,stem
45,mostly vegetarian,68,san francisco,2012-06-30,other
21,anything,71,berkeley,2012-06-22,other
39,mostly vegetarian,61,san francisco,2012-04-07,other
39,anything,69,san francisco,2012-06-13,other
29,mostly anything,70,san francisco,2012-04-20,other
59,mostly anything,69,berkeley,2011-12-14,other
26,mostly anything,72,berkeley,2012-06-28,other
24,vegetarian,74,martinez,2012-05-29,stem
26,mostly vegetarian,68,san mateo,2012-06-20,stem
34,strictly anything,67,san francisco,2012-06-30,other
29,,70,san francisco,2012-06-27,other
38,,68,san francisco,2012-06-13,other
23,strictly anything,72,san francisco,2012-06-29,other
23,anything,68,san francisco,2012-06-30,other
27,strictly anything,74,san francisco,2012-06-30,other
20,strictly anything,70,san carlos,2012-06-26,other
40,,70,menlo park,2012-06-30,other
29,mostly anything,69,san francisco,2012-06-29,other
44,,72,san francisco,2012-06-20,other
48,,68,san francisco,2012-06-30,stem
25,,69,san francisco,2012-06-30,stem
30,,68,el cerrito,2012-06-28,other
32,anything,70,oakland,2012-06-25,stem
30,,65,san francisco,2012-06-29,other
41,mostly anything,66,south san francisco,2012-06-21,other
28,,71,emeryville,2012-02-21,other
54,mostly vegetarian,69,san francisco,2012-06-30,other
36,anything,73,san francisco,2012-06-29,other
27,strictly anything,72,san francisco,2012-01-09,other
38,strictly anything,69,oakland,2012-06-28,other
21,,74,novato,2012-06-24,stem
38,,75,san francisco,2012-06-30,other
37,anything,72,san francisco,2012-06-29,other
31,strictly anything,72,san francisco,2012-04-10,other
24,,62,san francisco,2012-06-30,other
29,mostly vegetarian,61,berkeley,2012-06-30,other
55,,70,alameda,2012-06-30,other
25,anything,72,mountain view,2012-06-30,stem
30,mostly other,68,novato,2012-06-30,other
28,mostly anything,69,south san francisco,2012-06-30,stem
